index,reconstruction_error,label,pred
171,3.9697108149994165e-05,0,0
172,4.2999698052881286e-05,0,0
173,3.673747414723039e-05,0,0
174,4.17230767197907e-05,1,0
175,9.994958236347884e-05,1,1
176,4.648924368666485e-05,0,0
177,4.060697028762661e-05,0,0
178,4.851447738474235e-05,1,0
179,7.64078286010772e-05,1,1
180,7.305637700483203e-05,1,1
181,4.7502540837740526e-05,0,0
182,5.27267693541944e-05,0,0
183,2.8176433261251077e-05,0,0
184,3.9925860619405285e-05,0,0
185,5.943716678302735e-05,1,0
186,3.6532728699967265e-05,0,0
187,2.5473242203588597e-05,0,0
188,3.550119436113164e-05,0,0
189,2.797750312311109e-05,0,0
190,7.190847827587277e-05,1,1
191,3.0074312235228717e-05,0,0
192,3.0764585972065106e-05,0,0
193,5.324992525856942e-05,0,0
194,5.756023892899975e-05,1,0
195,2.462295742589049e-05,0,0
196,4.4058175262762234e-05,1,0
197,4.090483707841486e-05,0,0
198,6.204374221852049e-05,1,0
199,5.883655103389174e-05,1,0
200,3.713437035912648e-05,0,0
201,2.7366111680748872e-05,0,0
202,5.819251236971468e-05,1,0
203,5.413174949353561e-05,1,0
204,3.221975202905014e-05,0,0
205,7.532801100751385e-05,1,1
206,4.786119097843766e-05,0,0
207,3.344232027302496e-05,0,0
208,2.6905410777544603e-05,0,0
209,3.231677692383528e-05,0,0
210,3.512049079290591e-05,0,0
211,2.8812812161049806e-05,0,0
212,3.359468246344477e-05,0,0
213,8.248266385635361e-05,1,1
214,5.1290269766468555e-05,0,0
215,5.303014040691778e-05,1,0
216,3.1627532735001296e-05,0,0
217,2.1349529561121017e-05,0,0
218,4.956099292030558e-05,0,0
219,3.1359690183307976e-05,0,0
220,4.274133243598044e-05,0,0
221,7.909559644758701e-05,1,1
222,6.880432920297608e-05,1,1
223,5.2105431677773595e-05,0,0
224,6.760010001016781e-05,1,1
225,2.9821705538779497e-05,0,0
226,2.7518384740687907e-05,0,0
227,4.266363612259738e-05,0,0
228,4.8161353333853185e-05,0,0
229,5.4414482292486355e-05,0,0
230,5.195714402361773e-05,0,0
231,6.508576916530728e-05,1,1
232,2.6455818442627788e-05,0,0
233,2.2760512365493923e-05,0,0
234,4.648242611438036e-05,1,0
235,2.513995968911331e-05,0,0
236,5.490358671522699e-05,1,0
237,3.5885350371245295e-05,0,0
238,3.373993604327552e-05,0,0
239,3.982273847213946e-05,0,0
240,0.00010008260142058134,1,1
241,3.5687793570104986e-05,0,0
242,4.1581341065466404e-05,0,0
243,8.577566768508404e-05,1,1
244,6.716624920954928e-05,1,1
245,6.0057194787077606e-05,1,0
246,6.085147470002994e-05,1,0
247,2.9041319066891447e-05,0,0
248,7.729255594313145e-05,1,1
249,3.125611328869127e-05,0,0
250,3.365262091392651e-05,0,0
251,5.813236566609703e-05,0,0
252,2.6715159037848935e-05,0,0
253,2.662873885128647e-05,0,0
254,7.772720709908754e-05,0,1
255,6.162705540191382e-05,1,0
256,6.478329305537045e-05,1,1
257,3.0419707400142215e-05,0,0
258,4.2395415221108124e-05,0,0
259,4.699110286310315e-05,0,0
260,5.456451253849082e-05,1,0
261,3.180221756338142e-05,0,0
262,6.748982559656724e-05,1,1
263,3.959714013035409e-05,0,0
264,3.760377876460552e-05,0,0
265,3.94497619709e-05,0,0
266,3.6218538298271596e-05,0,0
267,3.879242285620421e-05,0,0
268,3.9976708649192005e-05,0,0
269,4.673169678426348e-05,0,0
270,2.5397841454832815e-05,0,0
271,5.177962520974688e-05,0,0
272,4.0944054489955306e-05,0,0
273,2.5960120183299296e-05,0,0
274,4.58742979390081e-05,0,0
275,2.7203375793760642e-05,0,0
276,4.3635955080389977e-05,0,0
277,5.797087214887142e-05,1,0
278,3.6451419873628765e-05,0,0
279,4.327017086325213e-05,0,0
280,6.058070721337572e-05,1,0
281,4.872784484177828e-05,0,0
282,3.345257573528215e-05,0,0
283,4.056875332025811e-05,0,0
284,2.9007536795688793e-05,0,0
285,2.923780084529426e-05,0,0
286,4.8297639295924455e-05,0,0
287,8.11954669188708e-05,1,1
288,2.3980839614523575e-05,0,0
289,2.4880171622498892e-05,0,0
290,6.580751505680382e-05,1,1
291,3.296516661066562e-05,0,0
292,2.6774574507726356e-05,0,0
293,3.254805415053852e-05,0,0
294,4.7056033508852124e-05,0,0
295,4.879025436821394e-05,0,0
296,6.283632683334872e-05,1,0
297,3.807234315900132e-05,0,0
298,3.9866943552624434e-05,0,0
299,4.3536711018532515e-05,0,0
300,3.844945604214445e-05,0,0
301,4.8595054977340624e-05,1,0
302,4.108229040866718e-05,0,0
303,3.470561932772398e-05,0,0
304,2.448499435558915e-05,0,0
305,4.9085268983617425e-05,0,0
306,2.4617558665340766e-05,0,0
307,4.375080607132986e-05,0,0
308,2.5060715415747836e-05,0,0
309,5.460767715703696e-05,0,0
310,4.6906498027965426e-05,0,0
311,7.464610098395497e-05,1,1
312,2.462792872393038e-05,0,0
313,2.3729822714813054e-05,0,0
314,3.099734749412164e-05,0,0
315,5.5173666623886675e-05,0,0
316,4.5625150960404426e-05,0,0
317,3.5929318983107805e-05,0,0
318,3.032030326721724e-05,0,0
319,3.0755167244933546e-05,0,0
320,4.9160775233758613e-05,0,0
321,3.850650318781845e-05,0,0
322,2.5459949029027484e-05,0,0
323,5.1523813453968614e-05,0,0
324,3.247297718189657e-05,0,0
325,4.107746644876897e-05,0,0
326,6.820022827014327e-05,1,1
327,5.1115166570525616e-05,0,0
328,6.846565520390868e-05,1,1
329,6.326282164081931e-05,1,0
330,6.950340321054682e-05,1,1
331,3.918822039850056e-05,0,0
332,3.5596240195445716e-05,0,0
333,3.02288681268692e-05,0,0
334,4.3762160203186795e-05,0,0
335,3.433281381148845e-05,0,0
336,3.344920332892798e-05,0,0
337,4.571673343889415e-05,1,0
338,8.304768562084064e-05,1,1
339,2.7749265427701175e-05,0,0
340,4.837880260311067e-05,0,0
341,2.3987651729839854e-05,0,0
342,4.781023017130792e-05,0,0
343,3.127499803667888e-05,0,0
344,5.289755790727213e-05,1,0
345,3.85292005375959e-05,0,0
346,4.5331129513215274e-05,0,0
347,5.2046263590455055e-05,1,0
348,2.559333915996831e-05,0,0
349,5.4405663831857964e-05,0,0
350,4.6656608901685104e-05,1,0
351,4.242172508384101e-05,0,0
352,4.1977451473940164e-05,0,0
353,6.608782859984785e-05,1,1
354,2.856200262613129e-05,0,0
355,5.978426997899078e-05,0,0
356,2.923905776697211e-05,0,0
357,3.139147884212434e-05,0,0
358,3.883463068632409e-05,0,0
359,2.9175058443797752e-05,0,0
360,2.9004873795202002e-05,0,0
361,5.803712338092737e-05,1,0
362,6.335713260341436e-05,0,0
363,6.418600241886452e-05,1,0
364,5.977203181828372e-05,1,0
365,6.83586040395312e-05,1,1
366,3.9991493395064026e-05,0,0
367,3.324007411720231e-05,0,0
368,3.7885965866735205e-05,0,0
369,2.1683879822376184e-05,0,0
370,3.2085874408949167e-05,0,0
371,9.48847591644153e-05,1,1
372,8.099301339825615e-05,1,1
373,6.048634531907737e-05,0,0
374,1.9454844732536003e-05,0,0
375,6.487501377705485e-05,1,1
376,5.06883006892167e-05,0,0
377,2.5399514925084077e-05,0,0
378,6.374678923748434e-05,1,0
379,2.4303186364704743e-05,0,0
380,5.619677176582627e-05,1,0
381,3.4330641938140616e-05,0,0
382,2.808618955896236e-05,0,0
383,5.596825940301642e-05,1,0
384,6.896872218931094e-05,0,1
385,7.021361670922488e-05,1,1
386,5.933439751970582e-05,1,0
387,4.5723423681920394e-05,0,0
388,2.5655854187789373e-05,0,0
389,4.621312109520659e-05,1,0
390,3.220474536647089e-05,0,0
391,2.7031444915337488e-05,0,0
392,4.425406223163009e-05,0,0
393,3.342230775160715e-05,0,0
394,4.818125307792798e-05,0,0
395,4.104372055735439e-05,0,0
396,2.9405206078081392e-05,0,0
397,6.208477134350687e-05,1,0
398,0.00010289184137945995,0,1
399,8.123854786390439e-05,0,1
400,5.237458390183747e-05,1,0
401,7.737765554338694e-05,1,1
402,7.253872172441334e-05,1,1
403,3.482085230643861e-05,0,0
404,9.032878733705729e-05,1,1
405,3.566867599147372e-05,0,0
406,4.0348677430301905e-05,0,0
407,7.0337307988666e-05,0,1
408,2.806725024129264e-05,0,0
409,5.49509386473801e-05,1,0
410,4.972857277607545e-05,0,0
411,3.0296723707579076e-05,0,0
412,2.9765440558549017e-05,0,0
413,5.9246434830129147e-05,0,0
414,3.783738793572411e-05,0,0
415,9.543235501041636e-05,1,1
416,8.220058953156695e-05,1,1
417,7.913556328276172e-05,1,1
418,3.302258483017795e-05,0,0
419,5.667972072842531e-05,1,0
420,5.467763912747614e-05,0,0
421,3.9472823118558154e-05,0,0
422,6.209933781065047e-05,1,0
423,2.967629916383885e-05,0,0
424,2.9971590265631676e-05,0,0
425,3.399510387680493e-05,0,0
426,3.838530392386019e-05,0,0
427,3.127726085949689e-05,0,0
428,6.0325852246023715e-05,1,0
429,6.916488928254694e-05,1,1
430,4.563292532111518e-05,0,0
431,5.412613245425746e-05,1,0
432,4.9076836148742586e-05,0,0
433,7.444180664606392e-05,1,1
434,5.0720977014862e-05,0,0
435,4.528126009972766e-05,0,0
436,8.073871140368283e-05,1,1
437,0.00010464864317327738,1,1
438,6.503034819616005e-05,1,1
439,5.411831079982221e-05,1,0
440,3.4615361073520035e-05,0,0
441,6.354097422445193e-05,1,0
442,5.6082470109686255e-05,0,0
443,3.106912117800675e-05,0,0
444,4.721741424873471e-05,0,0
445,3.716900391736999e-05,0,0
446,8.07586038718e-05,1,1
447,5.507194873644039e-05,1,0
448,5.434681224869564e-05,1,0
449,4.54632900073193e-05,1,0
450,3.0368324587470852e-05,0,0
451,4.312881355872378e-05,0,0
452,3.558723983587697e-05,0,0
453,3.370227568666451e-05,0,0
454,3.956656655645929e-05,0,0
455,6.812578067183495e-05,1,1
456,4.185252691968344e-05,0,0
457,3.080723399762064e-05,0,0
458,4.599398744176142e-05,0,0
459,2.6562647690298036e-05,0,0
460,3.832060610875487e-05,0,0
461,6.156910967547446e-05,1,0
462,5.381857044994831e-05,0,0
463,4.710850407718681e-05,0,0
464,3.223613748559728e-05,0,0
465,7.08981096977368e-05,1,1
466,3.260937228333205e-05,0,0
467,2.163716999348253e-05,0,0
468,5.186619091546163e-05,0,0
469,4.5371605665422976e-05,0,0
470,6.550281977979466e-05,1,1
471,3.423068847041577e-05,0,0
472,2.3379117919830605e-05,0,0
473,3.774826473090798e-05,0,0
474,4.3116258893860504e-05,0,0
475,7.487047696486115e-05,1,1
476,6.011429650243372e-05,1,0
477,7.866183295845985e-05,1,1
478,4.703292506746948e-05,0,0
479,8.76272315508686e-05,1,1
480,2.6053719921037555e-05,0,0
481,5.708078242605552e-05,1,0
482,2.975972711283248e-05,0,0
483,3.64379957318306e-05,0,0
484,4.152316250838339e-05,0,0
485,3.193357406416908e-05,0,0
486,4.653516225516796e-05,0,0
487,4.9451446102466434e-05,0,0
488,2.4615412257844582e-05,0,0
489,3.238935460103676e-05,0,0
490,3.453651152085513e-05,0,0
491,3.3331823942717165e-05,0,0
492,3.474581899354234e-05,0,0
493,4.078961137565784e-05,0,0
494,5.8448273193789646e-05,1,0
495,3.7582783988909796e-05,0,0
496,6.09866801823955e-05,1,0
497,4.516433546086773e-05,0,0
498,4.923593587591313e-05,0,0
499,5.5611057177884504e-05,1,0
500,2.655675598361995e-05,0,0
501,9.873756789602339e-05,1,1
502,2.728874642343726e-05,0,0
503,3.0669743864564225e-05,0,0
504,3.702202593558468e-05,0,0
505,4.222019560984336e-05,0,0
506,4.827731754630804e-05,0,0
507,2.397750358795747e-05,0,0
508,7.696939428569749e-05,1,1
509,4.182074189884588e-05,0,0
510,5.64436886634212e-05,0,0
511,4.044638990308158e-05,0,0
512,4.3005929910577834e-05,0,0
513,5.1236929721198976e-05,1,0
514,9.173383296001703e-05,1,1
515,4.802612238563597e-05,0,0
516,2.8163689421489835e-05,0,0
517,5.952463470748626e-05,1,0
518,2.537493855925277e-05,0,0
519,4.419756442075595e-05,1,0
520,2.597998536657542e-05,0,0
521,2.697572926990688e-05,0,0
522,3.6773675674339756e-05,0,0
523,0.00010195141658186913,1,1
524,4.0562968933954835e-05,0,0
525,4.316822742111981e-05,0,0
526,3.619719427661039e-05,0,0
527,6.756099901394919e-05,1,1
528,7.39290117053315e-05,1,1
529,6.56364718452096e-05,1,1
530,5.693707134923898e-05,1,0
531,7.827302033547312e-05,1,1
532,3.985623698099516e-05,0,0
533,3.4706477890722454e-05,0,0
534,3.549419125192799e-05,0,0
535,5.698369932360947e-05,1,0
536,3.9265785744646564e-05,0,0
537,3.565329097909853e-05,0,0
538,7.387739606201649e-05,1,1
539,9.597526513971388e-05,1,1
540,3.9198472222778946e-05,0,0
541,2.7240768758929335e-05,0,0
542,3.731971082743257e-05,0,0
543,4.5347864215727895e-05,0,0
544,4.477222319110297e-05,1,0
545,2.1154755813768134e-05,0,0
546,5.187168062548153e-05,0,0
547,7.841571641620249e-05,1,1
548,3.3994612749665976e-05,0,0
549,5.853535185451619e-05,0,0
550,3.7277215596986935e-05,0,0
551,4.434170841705054e-05,0,0
552,2.3822609364287928e-05,0,0
553,2.4794164346531034e-05,0,0
554,6.739292439306155e-05,0,1
555,2.6919031370198354e-05,0,0
556,2.8289228794164956e-05,0,0
557,5.141257861396298e-05,0,0
558,4.5224900532048196e-05,0,0
559,4.80834387417417e-05,0,0
560,2.859416235878598e-05,0,0
561,2.679057070054114e-05,0,0
562,4.094269752386026e-05,0,0
563,4.302997695049271e-05,1,0
564,8.673546108184382e-05,1,1
565,4.648286267183721e-05,1,0
566,8.400715159950778e-05,0,1
567,4.1434046579524875e-05,0,0
568,4.3924628698732704e-05,0,0
569,3.7385929317679256e-05,0,0
570,3.258279321016744e-05,0,0
571,3.1678806408308446e-05,0,0
572,2.9382605134742334e-05,0,0
573,5.016436261939816e-05,0,0
574,2.134118403773755e-05,0,0
575,5.611128290183842e-05,1,0
576,4.815899228560738e-05,1,0
577,4.333667311584577e-05,0,0
578,2.5492938220850192e-05,0,0
579,2.6289213565178216e-05,0,0
580,3.494973134365864e-05,0,0
581,3.644213575171307e-05,0,0
582,3.06790170725435e-05,0,0
583,2.9861677830922417e-05,0,0
584,3.0128616344882175e-05,0,0
585,4.3699401430785656e-05,0,0
586,8.087778405752033e-05,1,1
587,4.203230491839349e-05,0,0
588,4.3345946323825046e-05,0,0
589,3.0385743229999207e-05,0,0
590,3.4478238376323134e-05,0,0
591,3.177530743414536e-05,0,0
592,4.603828347171657e-05,0,0
593,2.3881508241174743e-05,0,0
594,3.397113687242381e-05,0,0
595,6.959130405448377e-05,1,1
596,6.391895294655114e-05,1,0
597,2.4004595616133884e-05,0,0
598,4.3209111026953906e-05,1,0
599,3.997707972303033e-05,0,0
600,3.991765697719529e-05,0,0
601,3.543630737112835e-05,0,0
602,5.697158849216066e-05,1,0
603,2.90649441012647e-05,0,0
604,6.40216312604025e-05,1,0
605,2.8717458917526528e-05,0,0
606,4.471764259506017e-05,0,0
607,6.600352935492992e-05,0,1
608,4.564709888654761e-05,0,0
609,3.839495548163541e-05,0,0
610,3.835898678516969e-05,0,0
611,2.0548628526739776e-05,0,0
612,4.2276689782738686e-05,0,0
613,4.084695683559403e-05,0,0
614,4.15653339587152e-05,1,0
615,6.904496694914997e-05,1,1
616,7.46591467759572e-05,1,1
617,2.8622589525184594e-05,0,0
618,3.781613850151189e-05,1,0
619,3.3794884075177833e-05,0,0
620,3.4500291803851724e-05,0,0
621,4.661877756007016e-05,0,0
622,4.9746158765628934e-05,0,0
623,2.9083341360092163e-05,0,0
624,9.052780660567805e-05,1,1
625,5.16753934789449e-05,1,0
626,9.383732685819268e-05,1,1
627,5.272529961075634e-05,1,0
628,3.287588697276078e-05,0,0
629,7.330553489737213e-05,1,1
630,3.646957338787615e-05,0,0
631,4.0076767618302256e-05,0,0
632,4.781376264872961e-05,0,0
633,6.958094309084117e-05,1,1
634,3.787234891206026e-05,0,0
635,7.447702228091657e-05,1,1
636,2.358598794671707e-05,0,0
637,5.938721005804837e-05,0,0
638,3.519583697197959e-05,0,0
639,3.718950756592676e-05,0,0
640,7.997949433047324e-05,1,1
641,5.2427400078158826e-05,0,0
642,8.658962178742513e-05,1,1
643,6.446046609198675e-05,1,1
644,2.4807646695990115e-05,0,0
645,3.6686564271803945e-05,0,0
646,5.97068210481666e-05,0,0
647,3.967794691561721e-05,0,0
648,3.81008539989125e-05,0,0
649,5.0728089263429865e-05,1,0
650,5.0942595407832414e-05,0,0
651,3.4827105992008e-05,0,0
652,3.802339779213071e-05,0,0
653,4.370331589598209e-05,0,0
654,3.918691800208762e-05,0,0
655,6.858246342744678e-05,1,1
656,7.728958735242486e-05,1,1
657,3.7245692510623485e-05,0,0
658,3.484512126306072e-05,0,0
659,2.265809234813787e-05,0,0
660,6.58895805827342e-05,1,1
661,5.451287142932415e-05,1,0
662,4.2913299694191664e-05,0,0
663,3.107626980636269e-05,0,0
664,3.5403540096012875e-05,0,0
665,4.486854231799953e-05,0,0
666,3.7675676139770076e-05,0,0
667,2.9118455131538212e-05,0,0
668,5.6014232541201636e-05,1,0
669,2.7095642508356832e-05,0,0
670,3.618763366830535e-05,0,0
671,5.045967918704264e-05,1,0
672,6.725966522935778e-05,1,1
673,4.120857556699775e-05,0,0
674,2.537124055379536e-05,0,0
675,3.450860458542593e-05,0,0
676,3.60425328835845e-05,0,0
677,6.356791709549725e-05,1,0
678,2.885753747250419e-05,0,0
679,7.021561032161117e-05,1,1
680,6.603453221032396e-05,1,1
681,3.5965218557976186e-05,0,0
682,0.00010252055653836578,1,1
683,7.814734999556094e-05,1,1
684,2.4729219148866832e-05,0,0
685,4.251665814081207e-05,1,0
686,6.719841621816158e-05,1,1
687,5.213039548834786e-05,1,0
688,4.512285522650927e-05,0,0
689,4.2387295252410695e-05,0,0
690,2.679679892025888e-05,0,0
691,2.3852346203057095e-05,0,0
692,7.29882885934785e-05,1,1
693,4.5408633013721555e-05,0,0
694,3.876973278238438e-05,0,0
695,3.8697489799233153e-05,0,0
696,6.732344627380371e-05,1,1
697,2.48706346610561e-05,0,0
698,4.461630305740982e-05,0,0
699,3.191477298969403e-05,0,0
700,5.466247966978699e-05,1,0
701,3.120821202173829e-05,0,0
702,4.026101669296622e-05,0,0
703,5.691391561413184e-05,0,0
704,2.670839603524655e-05,0,0
705,3.862002631649375e-05,0,0
706,6.386903987731785e-05,1,0
707,2.969774868688546e-05,0,0
708,2.5513762011541985e-05,0,0
709,3.754293720703572e-05,0,0
710,2.726639468164649e-05,0,0
711,2.2770178475184366e-05,0,0
712,0.00010340785229345784,1,1
713,2.9367865863605402e-05,0,0
714,4.133276524953544e-05,0,0
715,6.692536408081651e-05,1,1
716,2.6563231585896574e-05,0,0
717,6.600112828891724e-05,1,1
718,2.2679290850646794e-05,0,0
719,5.869839515071362e-05,0,0
720,5.543301085708663e-05,1,0
721,3.354994987603277e-05,0,0
722,3.986601950600743e-05,0,0
723,4.1333762055728585e-05,0,0
724,3.4739488910418004e-05,0,0
725,5.002375110052526e-05,0,0
726,4.504528988036327e-05,0,0
727,3.172272045048885e-05,0,0
728,2.9087334041832946e-05,0,0
729,3.348443715367466e-05,0,0
730,3.1649113225284964e-05,0,0
731,5.345884710550308e-05,1,0
732,3.4881028113886714e-05,0,0
733,3.557745003490709e-05,0,0
734,2.5263096176786348e-05,0,0
735,3.3698452170938253e-05,0,0
736,4.6288041630759835e-05,1,0
737,5.5884302128106356e-05,0,0
738,3.0318802600959316e-05,0,0
739,6.42307786620222e-05,1,0
740,8.325926319230348e-05,1,1
741,5.8427984185982496e-05,0,0
742,5.479537867358886e-05,1,0
743,6.267554999794811e-05,1,0
744,2.285449590999633e-05,0,0
745,2.048337773885578e-05,0,0
746,6.831267819507048e-05,0,1
747,5.9519719798117876e-05,1,0
748,5.580981815000996e-05,1,0
749,4.319024083088152e-05,1,0
750,4.139452357776463e-05,0,0
751,7.975794869707897e-05,1,1
752,6.0667458456009626e-05,0,0
753,2.788681558740791e-05,0,0
754,3.215793185518123e-05,0,0
755,5.9719965065596625e-05,1,0
756,4.037006146972999e-05,0,0
757,3.57016506313812e-05,0,0
758,4.6601166104665026e-05,1,0
759,5.331981083145365e-05,1,0
760,3.1173294701147825e-05,0,0
761,3.6130837543169037e-05,0,0
762,3.676983396871947e-05,0,0
763,2.6069505111081526e-05,0,0
764,6.344870780594647e-05,1,0
765,3.2766190997790545e-05,0,0
766,5.543850056710653e-05,1,0
767,2.752257205429487e-05,0,0
768,4.272011574357748e-05,0,0
769,3.343986827530898e-05,0,0
770,6.739005038980395e-05,0,1
771,2.5768404157133773e-05,0,0
772,5.2865780162392184e-05,1,0
773,6.806863530073315e-05,1,1
774,8.208242797991261e-05,1,1
775,3.121767076663673e-05,0,0
776,4.789332888321951e-05,0,0
777,3.7344263546401635e-05,0,0
778,6.61114536342211e-05,1,1
779,5.7102828577626497e-05,1,0
780,2.666526779648848e-05,0,0
781,3.8183341530384496e-05,1,0
782,1.9980161596322432e-05,0,0
783,2.317136932106223e-05,0,0
784,2.8044927603332326e-05,0,0
785,5.37584419362247e-05,0,0
786,4.061099753016606e-05,0,0
787,5.943536962149665e-05,1,0
788,6.284732808126137e-05,1,0
789,3.520208701957017e-05,0,0
790,2.982503065140918e-05,0,0
791,6.50213478365913e-05,1,1
792,4.506945697357878e-05,0,0
793,3.843415470328182e-05,0,0
794,3.863819074467756e-05,0,0
795,3.9217811718117446e-05,0,0
796,4.137410724069923e-05,0,0
797,6.289983866736293e-05,1,0
798,4.517097113421187e-05,0,0
799,5.926745870965533e-05,1,0
800,2.646006760187447e-05,0,0
801,8.342188084498048e-05,1,1
802,3.175543315592222e-05,0,0
803,4.469617852009833e-05,0,0
804,3.272747926530428e-05,0,0
805,3.260883022448979e-05,0,0
